Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC552688	-3353.988371	-3353.988371	0	AllComplex	NonCanon	 acyl-CoA:lysophosphatidylglycerol acyltransferase 1 	1	1
LOC552696	-5000.186759	-5000.186759	0	AllComplex	NonCanon	 histone acetyltransferase KAT8 	1	1
LOC552715	-3689.849355	-3689.849355	0	AllComplex	NonCanon	 U5 small nuclear ribonucleoprotein 40 kDa protein 	1	1
LOC552719	-1356.259252	-1356.259252	0	AllComplex	NonCanon	 mediator of RNA polymerase II transcription subunit 11 	1	1
LOC552720	-2773.928856	-2773.928856	0	AllComplex	Canon	 V-type proton ATPase subunit E 	1	1
LOC552721	-2714.326902	-2713.433199	1.78741	AllComplex	Canon	 CD63 antigen 	0.181242047350042	1
LOC552723	-6989.41789	-6989.291144	0.253492	AllComplex	NonCanon	 transmembrane 9 superfamily member 4 	0.614626915371173	1
LOC552725	-7209.637224	-7209.637224	0	AllComplex	NonCanon	 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta 	1	1
LOC552730	-1987.929449	-1987.929449	0	AllComplex	NonCanon	 ras-related protein Rab-24 	1	1
LOC552734	-3608.768284	-3608.756112	0.024344	AllComplex	NonCanon	 poly(U)-specific endoribonuclease homolog 	0.876012811775516	1
LOC552745	-5320.295395	-5320.295395	0	AllComplex	NonCanon	 O-phosphoseryl-tRNA(Sec) selenium transferase 	1	1
LOC552747	-8788.46032	-8788.277742	0.365156	AllComplex	NonCanon	 glucosidase 2 subunit beta 	0.545656576028509	1
LOC552748	-5417.651904	-5417.651904	0	AllComplex	NonCanon	 histone acetyltransferase type B catalytic subunit 	1	1
LOC552756	-5471.343132	-5471.343132	0	AllComplex	Canon	 cathepsin L1 	1	1
LOC552766	-5316.948265	-5316.948265	0	AllComplex	Canon	 tubulin alpha chain 	1	1
LOC552769	-3741.267868	-3741.267868	0	AllComplex	NonCanon	 ubiA prenyltransferase domain-containing protein 1 homolog 	1	1
LOC552772	-1490.821662	-1490.821662	0	AllComplex	NonCanon	 EEF1A lysine methyltransferase 1 	1	1
LOC552776	-7492.753238	-7492.753238	0	AllComplex	NonCanon	 signal recognition particle subunit SRP68 	1	1
LOC552779	-1757.36144	-1754.574907	5.57307	AllComplex	NonCanon	 ubiquitin-conjugating enzyme E2 G2 	0.0182387557778166	1
LOC552787	-10209.855141	-10209.533687	0.642908	AllComplex	NonCanon	 DNA topoisomerase 3-beta-1 	0.422659725862658	1
LOC552794	-14940.043143	-14940.043143	0	AllComplex	NonCanon	 mediator of RNA polymerase II transcription subunit 14 	1	1
LOC552802	-1571.408715	-1571.408715	0	AllComplex	NonCanon	 COX assembly mitochondrial protein homolog 	1	1
LOC552804	-5445.293615	-5445.293615	0	AllComplex	NonCanon	 tubulin-specific chaperone cofactor E-like protein 	1	1
LOC552807	-1732.099168	-1732.099168	0	AllComplex	NonCanon	 prefoldin subunit 6 	1	1
LOC552827	-649.289206	-649.289206	0	AllComplex	NonCanon	 probable small nuclear ribonucleoprotein G 	1	1
LOC552832	-4643.287349	-4643.287349	0	AllComplex	NonCanon	 glycine N-methyltransferase 	1	1
LOC724169	-2677.855476	-2677.855476	0	AllComplex	Canon	 transcription factor kayak 	1	1
LOC724170	-5170.321831	-5170.321831	0	AllComplex	NonCanon	 DNA polymerase beta-like 	1	1
LOC724188	-1179.832457	-1179.832457	0	AllComplex	Canon	 protein transport protein Sec61 subunit beta 	1	1
LOC724215	-19349.765768	-19348.671151	2.18923	AllComplex	NonCanon	 DNA topoisomerase 2 	0.138978777640227	1
LOC724216	-4431.3279	-4431.3279	0	AllComplex	NonCanon	 juvenile hormone acid O-methyltransferase 	1	1
LOC724218	-4694.319952	-4694.319952	0	AllComplex	NonCanon	 metallophosphoesterase 1 homolog 	1	1
LOC724239	-5504.043773	-5504.043773	0	AllComplex	NonCanon	 kynurenine/alpha-aminoadipate aminotransferase, mitochondrial 	1	1
LOC724241	-1181.246458	-1181.246458	0	AllComplex	NonCanon	 N-alpha-acetyltransferase 38-B, NatC auxiliary subunit 	1	1
LOC724247	-7255.385687	-7255.385687	0	AllComplex	NonCanon	 rRNA methyltransferase 3, mitochondrial 	1	1
LOC724256	-2894.450209	-2894.120065	0.660288	AllComplex	NonCanon	 neuferricin 	0.416458286866615	1
LOC724291	-5076.180347	-5076.180347	0	AllComplex	Canon	 tubulin alpha-1 chain 	1	1
LOC724292	-5261.00503	-5246.407536	29.195	AllComplex	NonCanon	 disks large 1 tumor suppressor protein 	6.54478806373793e-08	6.90475140724351e-05
LOC724296	-9731.69884	-9731.69884	0	AllComplex	NonCanon	 DNA mismatch repair protein Mlh1 	1	1
LOC724303	-1623.555438	-1623.555438	0	AllComplex	Canon	 AP-1 complex subunit sigma-2 	1	1
LOC724323	-4950.053819	-4950.031585	0.044468	AllComplex	NonCanon	 problable inactive peptidyl-prolyl cis-trans isomerase-like 6 	0.832985304047841	1
LOC724339	-7436.599504	-7436.599504	0	AllComplex	NonCanon	 phosphatidylinositol N-acetylglucosaminyltransferase subunit Q 	1	1
LOC724341	-3286.480882	-3286.465542	0.03068	AllComplex	NonCanon	 endoplasmic reticulum resident protein 29 	0.860956214095763	1
LOC724343	-1738.107182	-1738.107182	0	AllComplex	NonCanon	 DNA-directed RNA polymerase III subunit RPC9-like 	1	1
LOC724350	-2653.790198	-2653.790198	0	AllComplex	NonCanon	 4-hydroxybenzoate polyprenyltransferase, mitochondrial 	1	1
LOC724365	-1522.771481	-1522.771481	0	AllComplex	NonCanon	 ragulator complex protein LAMTOR4 homolog 	1	1
LOC724366	-1865.377902	-1865.377902	0	AllComplex	NonCanon	 ras-related protein Rap-2a 	1	1
LOC724386	-3058.778717	-3058.778717	0	AllComplex	Canon	 NPC intracellular cholesterol transporter 2 	1	1
LOC724407	-174.987996	-174.987996	0	AllComplex	NonCanon	 uncharacterized LOC724407 	1	1
LOC724408	-1490.6461	-1490.6461	0	AllComplex	Canon	 ras-related GTP-binding protein A 	1	1
LOC724423	-25702.699222	-25702.699222	0	AllComplex	NonCanon	 DNA polymerase theta 	1	1
LOC724432	-4435.042002	-4435.042002	0	AllComplex	NonCanon	 ribosomal RNA processing protein 36 homolog 	1	1
LOC724443	-4989.418764	-4989.418764	0	AllComplex	NonCanon	 lysophospholipid acyltransferase 5 	1	1
LOC724486	-1580.549309	-1580.549309	0	AllComplex	NonCanon	 probable N-acetyltransferase san 	1	1
LOC724488	-3320.339336	-3320.339336	0	AllComplex	NonCanon	 protein lethal(2)essential for life 	1	1
LOC724496	-6303.286964	-6303.286964	0	AllComplex	NonCanon	 adenylyltransferase and sulfurtransferase MOCS3 	1	1
LOC724510	-13883.546205	-13883.452136	0.188138	AllComplex	NonCanon	 neuropathy target esterase sws 	0.664470883223638	1
LOC724533	-1635.691831	-1635.691831	0	AllComplex	NonCanon	 small nuclear ribonucleoprotein Sm D3 	1	1
LOC724542	-9426.696016	-9426.696016	0	AllComplex	NonCanon	 U3 small nucleolar RNA-associated protein 4 homolog 	1	1
LOC724625	-693.014415	-693.014415	0	AllComplex	NonCanon	 DNA-directed RNA polymerases I, II, and III subunit RPABC5 	1	1
LOC724630	-1306.240236	-1306.240236	0	AllComplex	NonCanon	 transmembrane protein 230 	1	1
LOC724648	-2501.380828	-2501.380828	0	AllComplex	NonCanon	 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase 	1	1
LOC724654	-1841.168851	-1841.168851	0	AllComplex	NonCanon	 cytochrome b5 	1	1
LOC724656	-11829.715277	-11829.715277	0	AllComplex	NonCanon	 RNA cytidine acetyltransferase 	1	1
LOC724700	-5595.36524	-5595.36524	0	AllComplex	NonCanon	 putative transferase CAF17 homolog, mitochondrial 	1	1
LOC724703	-8098.560449	-8098.560449	0	AllComplex	Canon	 modular serine protease 	1	1
LOC724704	-5359.138803	-5359.138803	0	AllComplex	NonCanon	 cytoplasmic polyadenylation element-binding protein 2 	1	1
LOC724710	-3301.41891	-3301.401004	0.035812	AllComplex	NonCanon	 transmembrane protein 59-like 	0.849904258023027	1
LOC724741	-9711.042761	-9711.042761	0	AllComplex	NonCanon	 lipase maturation factor 2 	1	1
LOC724742	-4390.472278	-4389.658851	1.62685	AllComplex	NonCanon	 probable methyltransferase-like protein 15 homolog 	0.202139291976894	1
LOC724769	-1432.33862	-1432.290686	0.095868	AllComplex	NonCanon	 protein C10 	0.756845701320197	1
LOC724786	-1653.456629	-1653.456629	0	AllComplex	NonCanon	 zinc finger HIT domain-containing protein 3 	1	1
LOC724790	-3182.114487	-3181.447791	1.33339	AllComplex	NonCanon	 39S ribosomal protein L41, mitochondrial 	0.248203027557834	1
LOC724794	-1300.948335	-1300.948335	0	AllComplex	NonCanon	 multifunctional methyltransferase subunit TRM112-like protein 	1	1
LOC724798	-5222.322063	-5222.322063	0	AllComplex	NonCanon	 tRNA (guanine(10)-N2)-methyltransferase homolog 	1	1
LOC724809	-9251.905585	-9251.905585	0	AllComplex	NonCanon	 WD repeat-containing protein 46 	1	1
LOC724827	-2959.243684	-2957.263205	3.96096	AllComplex	NonCanon	 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 	0.0465671389663774	1
LOC724863	-8305.175404	-8305.175404	0	AllComplex	NonCanon	 RNA polymerase II subunit B1 CTD phosphatase Rpap2 	1	1
LOC724865	-13064.102329	-13064.102329	0	AllComplex	NonCanon	 ABC transporter G family member 20 	1	1
LOC724885	-3007.075955	-3007.075955	0	AllComplex	NonCanon	 zinc finger protein 395 	1	1
LOC724888	-1163.770834	-1163.770834	0	AllComplex	NonCanon	 ras association domain-containing protein 2 	1	1
LOC724891	-7415.018764	-7415.018764	0	AllComplex	NonCanon	 DNA polymerase epsilon subunit 2 	1	1
LOC724896	-901.458068	-901.458068	0	AllComplex	NonCanon	 transmembrane protein 170A 	1	1
LOC724926	-10572.394317	-10571.918692	0.95125	AllComplex	NonCanon	 DNA polymerase alpha subunit B 	0.329401324555575	1
LOC724930	-8424.194131	-8424.194131	0	AllComplex	Canon	 caspase-8 	1	1
LOC724932	-5564.450471	-5564.450471	0	AllComplex	NonCanon	 xyloside xylosyltransferase 1 	1	1
LOC724947	-3718.528075	-3717.979795	1.09656	AllComplex	NonCanon	 lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase 	0.295022281861416	1
LOC724948	-10884.388203	-10884.388203	0	AllComplex	NonCanon	 protein KRI1 homolog 	1	1
LOC724953	-2905.200144	-2903.218952	3.96238	AllComplex	NonCanon	 U6 snRNA phosphodiesterase 	0.0465278750544184	1
LOC724954	-1901.431995	-1901.431995	0	AllComplex	NonCanon	 rhodanese domain-containing protein CG4456 	1	1
LOC725023	-5979.13522	-5979.13522	0	AllComplex	NonCanon	 mediator of RNA polymerase II transcription subunit 26 	1	1
LOC725026	-5289.726373	-5289.726373	0	AllComplex	NonCanon	 retinol dehydrogenase 10-A 	1	1
LOC725044	-5833.361956	-5832.891725	0.940462	AllComplex	NonCanon	 TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L 	0.332159055399941	1
LOC725055	-610.327915	-610.327915	0	AllComplex	NonCanon	 gamma-glutamylcyclotransferase 	1	1
LOC725111	-11568.158273	-11568.132687	0.051172	AllComplex	Canon	 piwi-like protein Ago3 	0.821036312562514	1
LOC725142	-937.014352	-937.014352	0	AllComplex	NonCanon	 U6 snRNA-associated Sm-like protein LSm2 	1	1
LOC725143	-4409.014363	-4409.014363	0	AllComplex	NonCanon	 probable U3 small nucleolar RNA-associated protein 11 	1	1
LOC725146	-4316.894546	-4316.894546	0	AllComplex	NonCanon	 very-long-chain enoyl-CoA reductase 	1	1
LOC725149	-12532.696748	-12532.232728	0.92804	AllComplex	NonCanon	 GPI ethanolamine phosphate transferase 2 	0.335372748274601	1
LOC725178	-8411.959986	-8411.959986	0	AllComplex	Canon	 chitooligosaccharidolytic beta-N-acetylglucosaminidase 	1	1
LOC725184	-1254.613416	-1254.613416	0	AllComplex	Canon	 gamma-aminobutyric acid receptor-associated protein 	1	1
LOC725204	-4034.460732	-4033.581869	1.75773	AllComplex	NonCanon	 tyrosine aminotransferase 	0.18490790728007	1
LOC725216	-23567.125432	-23567.125432	0	AllComplex	NonCanon	 DNA-directed RNA polymerase I subunit RPA1 	1	1
LOC725238	-4057.451761	-4057.423617	0.056288	AllComplex	NonCanon	 histone H1 	0.812462133727405	1
LOC725240	-1341.574754	-1341.574754	0	AllComplex	NonCanon	 mitochondrial import inner membrane translocase subunit Tim9 	1	1
LOC725261	-1900.702493	-1899.650843	2.1033	AllComplex	NonCanon	 carbonic anhydrase 6 	0.146981614707963	1
LOC725266	-1599.199068	-1599.199068	0	AllComplex	NonCanon	 oligosaccharyltransferase complex subunit ostc-A 	1	1
LOC725306	-25334.829002	-25334.829002	0	AllComplex	NonCanon	 TATA-binding protein-associated factor 172 	1	1
LOC725316	-1530.847079	-1530.847079	0	AllComplex	NonCanon	 transmembrane protein 208 	1	1
LOC725320	-9135.031508	-9135.031508	0	AllComplex	NonCanon	 N-alpha-acetyltransferase 35, NatC auxiliary subunit 	1	1
LOC725325	-6925.765406	-6925.765406	0	AllComplex	NonCanon	 glucose-6-phosphate 1-dehydrogenase 	1	1
LOC725330	-6681.862209	-6681.662787	0.398844	AllComplex	NonCanon	 DNA polymerase delta small subunit 	0.527686867990585	1
LOC725343	-7663.918402	-7663.918402	0	AllComplex	NonCanon	 alkyldihydroxyacetonephosphate synthase 	1	1
LOC725345	-1108.384026	-1108.384026	0	AllComplex	NonCanon	 ras-like protein family member 10B 	1	1
LOC725348	-5119.17449	-5119.130149	0.088682	AllComplex	NonCanon	 DNA mismatch repair protein Msh2 	0.765859454120667	1
LOC725362	-3369.829217	-3369.829217	0	AllComplex	NonCanon	 protein arginine N-methyltransferase 1 	1	1
LOC725363	-4362.118819	-4362.118819	0	AllComplex	NonCanon	 isopentenyl-diphosphate Delta-isomerase 1 	1	1
LOC725368	-5173.119373	-5173.119373	0	AllComplex	Canon	 probable serine/threonine-protein kinase DDB_G0283337 	1	1
LOC725374	-2596.798781	-2596.798781	0	AllComplex	Canon	 dual specificity mitogen-activated protein kinase kinase 6 	1	1
LOC725388	-8558.509979	-8558.464992	0.089974	AllComplex	Canon	 probable RNA helicase armi 	0.764210211835188	1
LOC725416	-1601.541869	-1600.880664	1.32241	AllComplex	NonCanon	 U1 small nuclear ribonucleoprotein C 	0.250159988662614	1
LOC725459	-3230.911833	-3228.582117	4.65943	AllComplex	NonCanon	 transmembrane protein 267 	0.030883442362002	1
LOC725477	-7612.200087	-7611.605918	1.18834	AllComplex	NonCanon	 transmembrane protein 245 	0.275664653840657	1
LOC725478	-2649.595141	-2649.595141	0	AllComplex	NonCanon	 N-acetyltransferase 6 	1	1
LOC725486	-10194.027007	-10191.941216	4.17158	AllComplex	NonCanon	 2',5'-phosphodiesterase 12 	0.0411074481417501	1
LOC725491	-2187.125907	-2187.125907	0	AllComplex	NonCanon	 GPI mannosyltransferase 1 	1	1
LOC725496	-5603.375759	-5603.375759	0	AllComplex	NonCanon	 dimethyladenosine transferase 1, mitochondrial 	1	1
LOC725505	-2977.274584	-2969.2829	15.9834	AllComplex	NonCanon	 tetraspanin-33 	6.39003353148772e-05	0.0670314517453062
LOC725512	-7063.35929	-7063.35929	0	AllComplex	Canon	 RISC-loading complex subunit TARBP2 	1	1
LOC725529	-3797.719586	-3797.494073	0.451026	AllComplex	NonCanon	 kynurenine/alpha-aminoadipate aminotransferase, mitochondrial 	0.501848125625846	1
LOC725539	-7691.423386	-7691.423386	0	AllComplex	NonCanon	 phosphoacetylglucosamine mutase 	1	1
LOC725551	-2735.472888	-2735.472888	0	AllComplex	Canon	 high mobility group protein DSP1 	1	1
LOC725552	-9500.588385	-9500.588385	0	AllComplex	NonCanon	 DNA-directed RNA polymerase III subunit RPC1 	1	1
LOC725566	-1875.619133	-1874.833207	1.57185	AllComplex	NonCanon	 succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial 	0.209938552160041	1
LOC725569	-4842.419093	-4842.419093	0	AllComplex	NonCanon	 UDP-xylose and UDP-N-acetylglucosamine transporter 	1	1
LOC725571	-5622.691763	-5622.104115	1.1753	AllComplex	Canon	 protein transport protein Sec61 subunit alpha 	0.278314903337001	1
LOC725572	-1223.938536	-1223.938536	0	AllComplex	NonCanon	 ribonuclease kappa-B 	1	1
LOC725576	-8936.568149	-8936.568149	0	AllComplex	NonCanon	 protein GPR107 	1	1
LOC725603	-2563.552239	-2563.552239	0	AllComplex	NonCanon	 protein-cysteine N-palmitoyltransferase Rasp 	1	1
LOC725609	-851.41303	-851.41303	0	AllComplex	NonCanon	 heat shock factor binding protein 1-like 	1	1
LOC725611	-20474.875839	-20474.875839	0	AllComplex	NonCanon	 DNA polymerase alpha catalytic subunit 	1	1
LOC725612	-13450.223995	-13450.223995	0	AllComplex	NonCanon	 WASH complex subunit 5 	1	1
LOC725628	-3088.276136	-3088.276074	0.000124	AllComplex	NonCanon	 N-alpha-acetyltransferase 40 	0.991115317170577	1
LOC725633	-1653.744069	-1653.744069	0	AllComplex	NonCanon	 probable DNA-directed RNA polymerases I and III subunit RPAC2 	1	1
LOC725641	-1060.11389	-1058.337177	3.55343	AllComplex	NonCanon	 U6 snRNA-associated Sm-like protein LSm5 	0.0594224968872459	1
LOC725661	-7091.13328	-7088.081476	6.10361	AllComplex	Canon	 uncharacterized LOC725661 	0.0134906015893808	1
LOC725686	-929.313208	-929.313208	0	AllComplex	NonCanon	 CDC42 small effector protein homolog 	1	1
LOC725688	-2393.353323	-2393.353323	0	AllComplex	Canon	 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 	1	1
LOC725690	-4183.58337	-4183.58337	0	AllComplex	NonCanon	 tetraspanin-3 	1	1
LOC725701	-7061.913284	-7060.663694	2.49918	AllComplex	NonCanon	 sialin-like 	0.113905591967723	1
LOC725705	-1294.762983	-1294.762983	0	AllComplex	NonCanon	 mitochondrial import inner membrane translocase subunit Tim13 	1	1
LOC725719	-14066.871467	-14066.871467	0	AllComplex	NonCanon	 DNA-directed RNA polymerase I subunit RPA2 	1	1
LOC725744	-2708.708848	-2708.708848	0	AllComplex	NonCanon	 ubiquitin thioesterase otubain-like 	1	1
LOC725753	-3534.66171	-3534.66171	0	AllComplex	NonCanon	 transmembrane protein 45B 	1	1
LOC725756	-6720.008833	-6720.008833	0	AllComplex	Canon	 beta-galactosidase 	1	1
LOC725770	-9179.562939	-9179.562939	0	AllComplex	Canon	 phosphatidylinositol 3-kinase catalytic subunit type 3 	1	1
LOC725780	-4298.463832	-4298.463832	0	AllComplex	NonCanon	 ubiquitin carboxyl-terminal hydrolase calypso 	1	1
LOC725801	-4896.658525	-4896.658525	0	AllComplex	NonCanon	 G/T mismatch-specific thymine DNA glycosylase 	1	1
LOC725835	-1358.767738	-1358.767738	0	AllComplex	NonCanon	 DNA polymerase epsilon subunit 4 	1	1
LOC725856	-1569.503077	-1569.503077	0	AllComplex	NonCanon	 ras-related protein Rab-6.2 	1	1
LOC725880	-784.86781	-784.86781	0	AllComplex	NonCanon	 small nuclear ribonucleoprotein F 	1	1
LOC725881	-3507.775766	-3507.775766	0	AllComplex	NonCanon	 uncharacterized LOC725881 	1	1
LOC725896	-6156.834212	-6156.382556	0.903312	AllComplex	NonCanon	 nucleoporin p58/p45 	0.341895191866909	1
LOC725899	-5338.890347	-5338.890347	0	AllComplex	Canon	 alpha-N-acetylgalactosaminidase 	1	1
LOC725922	-7213.491378	-7213.303469	0.375818	AllComplex	NonCanon	 mitochondrial basic amino acids transporter 	0.539849913869959	1
LOC725942	-1792.510787	-1791.775669	1.47024	AllComplex	NonCanon	 glutathione S-transferase 1-1 	0.225307830929019	1
LOC725947	-697.807639	-697.807639	0	AllComplex	NonCanon	 U6 snRNA-associated Sm-like protein LSm6 	1	1
LOC726002	-14666.196254	-14666.196254	0	AllComplex	Canon	 tyrosine-protein kinase hopscotch 	1	1
LOC726015	-3667.866519	-3667.866519	0	AllComplex	NonCanon	 cytoplasmic dynein 2 light intermediate chain 1 	1	1
LOC726030	-9858.366537	-9858.248545	0.235984	AllComplex	NonCanon	 transmembrane protein 214-A 	0.627121848323875	1
LOC726040	-12602.262781	-12602.262781	0	AllComplex	NonCanon	 4-coumarate--CoA ligase 1 	1	1
LOC726061	-1378.641327	-1378.641327	0	AllComplex	NonCanon	 mitochondrial import inner membrane translocase subunit Tim10 	1	1
LOC726095	-4067.099816	-4067.099816	0	AllComplex	NonCanon	 galactoside 2-alpha-L-fucosyltransferase 2 	1	1
LOC726102	-7504.711388	-7503.495488	2.4318	AllComplex	NonCanon	 transmembrane protein 135 	0.118896303133754	1
LOC726118	-1705.260456	-1705.260456	0	AllComplex	NonCanon	 uncharacterized LOC726118 	1	1
LOC726131	-1224.297785	-1224.236597	0.122376	AllComplex	NonCanon	 mitochondrial import inner membrane translocase subunit Tim10B 	0.726471677725364	1
LOC726163	-3001.094768	-3001.094768	0	AllComplex	NonCanon	 methyltransferase-like protein 5 	1	1
LOC726164	-2473.851746	-2473.851746	0	AllComplex	NonCanon	 uncharacterized protein CG1161 	1	1
LOC726167	-3205.55734	-3204.36492	2.38484	AllComplex	Canon	 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 	0.122517435799515	1
LOC726172	-4144.371239	-4144.371239	0	AllComplex	Canon	 death-associated inhibitor of apoptosis 2 	1	1
LOC726187	-9023.641081	-9021.272963	4.73624	AllComplex	Canon	 AP-1 complex subunit beta-1 	0.0295335512958788	1
LOC726197	-2042.178181	-2042.178181	0	AllComplex	Canon	 autophagy-related protein 101 	1	1
LOC726205	-3190.2966	-3190.2966	0	AllComplex	NonCanon	 inosine triphosphate pyrophosphatase 	1	1
LOC726212	-8526.838844	-8526.052062	1.57356	AllComplex	NonCanon	 25S rRNA (cytosine-C(5))-methyltransferase nop2 	0.209690767716471	1
LOC726221	-1607.555691	-1607.259033	0.593316	AllComplex	NonCanon	 transmembrane protein 14C 	0.441139699237094	1
LOC726227	-6970.801529	-6970.801529	0	AllComplex	NonCanon	 DNA primase small subunit 	1	1
LOC726237	-3791.237205	-3786.682003	9.1104	AllComplex	NonCanon	 protein disulfide-isomerase TMX3 	0.00254160288512589	1
LOC726239	-3954.190849	-3954.190849	0	AllComplex	NonCanon	 putative lipoyltransferase 2, mitochondrial 	1	1
LOC726240	-1815.337061	-1815.337061	0	AllComplex	NonCanon	 globin-1 	1	1
LOC726253	-2813.159182	-2813.057214	0.203936	AllComplex	NonCanon	 UDP-N-acetylglucosamine transferase subunit ALG13 homolog 	0.651562403351257	1
LOC726255	-5095.061641	-5089.084049	11.9552	AllComplex	NonCanon	 complex I intermediate-associated protein 30, mitochondrial 	0.000544950776823125	0.570563463333812
LOC726289	-2506.66751	-2506.66751	0	AllComplex	Canon	 transcription factor AP-1 	1	1
LOC726302	-2533.048846	-2533.047845	0.002002	AllComplex	NonCanon	 alpha-protein kinase 1 	0.964311589324016	1
LOC726303	-3610.795016	-3610.795016	0	AllComplex	NonCanon	 N-acetyltransferase family 8 member 3 	1	1
LOC726310	-12842.61172	-12842.61172	0	AllComplex	NonCanon	 GPI ethanolamine phosphate transferase 1 	1	1
LOC726315	-7368.407394	-7368.407394	0	AllComplex	NonCanon	 sphingomyelin phosphodiesterase 1 	1	1
LOC726352	-3607.415931	-3607.415931	0	AllComplex	NonCanon	 transmembrane protease serine 11B-like protein 	1	1
LOC726380	-4384.252888	-4384.252888	0	AllComplex	NonCanon	 protein-S-isoprenylcysteine O-methyltransferase 	1	1
LOC726389	-5687.254562	-5684.522008	5.46511	AllComplex	NonCanon	 glycerophosphodiester phosphodiesterase 1 	0.0193998328904267	1
LOC726409	-1904.633285	-1904.633285	0	AllComplex	NonCanon	 peptidyl-prolyl cis-trans isomerase H 	1	1
LOC726414	-11918.530906	-11918.530906	0	AllComplex	NonCanon	 protein windpipe 	1	1
LOC726418	-6034.379445	-6030.872538	7.01381	AllComplex	NonCanon	 flavin-containing monooxygenase FMO GS-OX-like 4 	0.00808833736921651	1
LOC726428	-2637.018809	-2637.018809	0	AllComplex	NonCanon	 probable RNA-binding protein EIF1AD 	1	1
LOC726476	-4803.669772	-4803.576882	0.18578	AllComplex	NonCanon	 alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase 	0.666452344094569	1
LOC726497	-27785.290698	-27785.290698	0	AllComplex	Canon	 autophagy-related protein 2 homolog B 	1	1
LOC726498	-1532.649033	-1531.486459	2.32515	AllComplex	NonCanon	 mitochondrial import inner membrane translocase subunit Tim8 	0.127297948866467	1
LOC726500	-1422.11114	-1422.11114	0	AllComplex	Canon	 eukaryotic translation initiation factor 2 subunit 1 	1	1
LOC726540	-15827.512333	-15827.499153	0.02636	AllComplex	NonCanon	 DNA (cytosine-5)-methyltransferase PliMCI 	0.87102423449482	1
LOC726562	-8074.06344	-8074.06344	0	AllComplex	Canon	 phosphoinositide 3-kinase regulatory subunit 4 	1	1
LOC726579	-8543.816843	-8542.888838	1.85601	AllComplex	NonCanon	 cleft lip and palate transmembrane protein 1-like protein 	0.173086010645162	1
LOC726583	-10070.280937	-10070.280937	0	AllComplex	NonCanon	 DNA polymerase eta 	1	1
LOC726609	-1844.782869	-1844.782869	0	AllComplex	NonCanon	 N-alpha-acetyltransferase 11 	1	1
LOC726637	-9594.429963	-9594.429963	0	AllComplex	Canon	 ubiquitin-like modifier-activating enzyme atg7 	1	1
LOC726666	-912.468637	-910.836408	3.26446	AllComplex	NonCanon	 mediator of RNA polymerase II transcription subunit 28 	0.0707963279382838	1
LOC726721	-686.145929	-686.145929	0	AllComplex	Canon	 protein transport protein Sec61 subunit gamma 	1	1
LOC726742	-13841.759463	-13841.759463	0	AllComplex	NonCanon	 chromosome transmission fidelity protein 18 homolog 	1	1
LOC726747	-1758.032155	-1758.032155	0	AllComplex	NonCanon	 cytochrome b-c1 complex subunit 8 	1	1
LOC726754	-4806.190341	-4806.190341	0	AllComplex	NonCanon	 kynurenine formamidase 	1	1
LOC726760	-8977.472788	-8977.169846	0.605884	AllComplex	Canon	 inhibitor of nuclear factor kappa-B kinase subunit beta 	0.436341779249712	1
LOC726800	-4897.247638	-4897.247638	0	AllComplex	NonCanon	 probable RNA polymerase II nuclear localization protein SLC7A6OS 	1	1
LOC726811	-4440.548377	-4440.548377	0	AllComplex	NonCanon	 protein-lysine N-methyltransferase EEF2KMT 	1	1
LOC726812	-6198.628794	-6198.628794	0	AllComplex	NonCanon	 RNA polymerase I-specific transcription initiation factor RRN3 	1	1
LOC726822	-2817.509752	-2817.509751	2e-06	AllComplex	NonCanon	 geranylgeranyl transferase type-2 subunit beta 	0.998871621209031	1
LOC726826	-5662.730723	-5662.567084	0.327278	AllComplex	NonCanon	 peptidyl-prolyl cis-trans isomerase cyp11 	0.567266313347072	1
LOC726850	-1877.08582	-1877.08582	0	AllComplex	NonCanon	 cytochrome b5 	1	1
LOC726869	-7608.264109	-7608.264109	0	AllComplex	NonCanon	 transmembrane protein 209 	1	1
LOC726872	-2535.936277	-2535.936277	0	AllComplex	NonCanon	 LDLR chaperone boca 	1	1
LOC726887	-3264.696163	-3264.696163	0	AllComplex	NonCanon	 ras-related protein Rab-32 	1	1
LOC726890	-4038.110337	-4038.067498	0.085678	AllComplex	NonCanon	 carbonic anhydrase 2 	0.769745319567096	1
LOC726923	-1197.775396	-1197.775396	0	AllComplex	NonCanon	 DNA polymerase epsilon subunit 3 	1	1
LOC726928	-12041.331316	-12041.297543	0.067546	AllComplex	NonCanon	 ras guanine nucleotide exchange factor Y 	0.794943894150547	1
