Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC409308	-763.917338	-763.917338	0	Habro	NonCanon	 small ubiquitin-related modifier 	1	1
LOC409320	-3031.575374	-3031.575374	0	Habro	NonCanon	 leucine carboxyl methyltransferase 1 	1	1
LOC409329	-3748.70512	-3743.984542	9.44116	Habro	NonCanon	 mannose-1-phosphate guanyltransferase beta 	0.00212169257210591	1
LOC409334	-9978.555611	-9978.555611	0	Habro	Canon	 beta-mannosidase 	1	1
LOC409336	-3563.642744	-3563.642744	0	Habro	Canon	 sialin 	1	1
LOC409341	-5692.499833	-5687.733812	9.53204	Habro	Canon	 lysosomal aspartic protease 	0.00201915558335841	1
LOC409361	-2637.618142	-2637.618142	0	Habro	NonCanon	 dopamine N-acetyltransferase 	1	1
LOC409365	-14232.58393	-14229.033166	7.10153	Habro	Canon	 lysosomal alpha-glucosidase 	0.00770181803947988	1
LOC409373	-3673.613559	-3673.613367	0.000384	Habro	NonCanon	 transmembrane protein 184B 	0.984365720219416	1
LOC409377	-7366.958656	-7366.958655	2e-06	Habro	NonCanon	 transitional endoplasmic reticulum ATPase TER94 	0.998871621209031	1
LOC409386	-1132.587831	-1132.587831	0	Habro	Canon	 ubiquitin-conjugating enzyme E2 N 	1	1
LOC409388	-3109.475943	-3107.432249	4.08739	Habro	NonCanon	 ras-related protein Rab-18-B 	0.0432043088920937	1
LOC409393	-26690.669361	-26690.669361	0	Habro	Canon	 serine/threonine-protein kinase mTOR 	1	1
LOC409410	-5461.662142	-5432.693398	57.9375	Habro	NonCanon	 plasminogen activator inhibitor 1 RNA-binding protein 	2.70579476028149e-14	2.86273085637781e-11
LOC409411	-3634.373747	-3633.722159	1.30318	Habro	NonCanon	 transmembrane protein 41 homolog 	0.253633176044486	1
LOC409427	-4579.48906	-4578.936572	1.10498	Habro	NonCanon	 peptidyl-prolyl cis-trans isomerase E 	0.293175794267943	1
LOC409441	-4656.870435	-4649.565098	14.6107	Habro	NonCanon	 transmembrane protein 53 	0.000132162008437099	0.134012276555219
LOC409465	-72.599419	-72.230104	0.73863	Habro	NonCanon	 uncharacterized LOC409465 	0.390100091674576	1
LOC409488	-3494.055522	-3494.055522	0	Habro	NonCanon	 protein-L-isoaspartate(D-aspartate) O-methyltransferase 	1	1
LOC409491	-4486.471818	-4485.818996	1.30564	Habro	NonCanon	 transmembrane protein 183B 	0.253185576951104	1
LOC409495	-4288.399391	-4286.273967	4.25085	Habro	Canon	 lysosome-associated membrane glycoprotein 1 	0.0392306903196715	1
LOC409499	-4211.627556	-4186.86699	49.5211	Habro	NonCanon	 UDP-glucose 4-epimerase 	1.96249620458597e-12	2.06847099963362e-09
LOC409511	-3868.858335	-3852.205072	33.3065	Habro	NonCanon	 tetraspanin-1 	7.87190841276772e-09	8.2182723829295e-06
LOC409520	-2979.247311	-2979.232318	0.029986	Habro	NonCanon	 glucosamine-6-phosphate isomerase 	0.862521999992449	1
LOC409523	-3504.000336	-3504.000336	0	Habro	Canon	 mitogen-activated protein kinase 1 	1	1
LOC409529	-1981.385399	-1981.385399	0	Habro	Canon	 ras-like protein 2 	1	1
LOC409529	-1981.385399	-1981.385399	0	Habro	Canon	 ras-like protein 2 	1	1
LOC409538	-1997.107512	-1997.107512	0	Habro	NonCanon	 lysoplasmalogenase-like protein TMEM86A 	1	1
LOC409559	-6154.65783	-6154.65783	0	Habro	NonCanon	 probable protein S-acyltransferase 23 	1	1
LOC409586	-2956.649829	-2952.544734	8.21019	Habro	NonCanon	 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 	0.0041655789031701	1
LOC409607	-3253.800576	-3253.800576	0	Habro	NonCanon	 ubiquitin-conjugating enzyme E2 Q2 	1	1
LOC409633	-3129.626452	-3127.828496	3.59591	Habro	NonCanon	 ras-related and estrogen-regulated growth inhibitor 	0.0579219087253598	1
LOC409643	-4873.153216	-4873.153216	0	Habro	NonCanon	 failed axon connections 	1	1
LOC409662	-3266.27114	-3266.27114	0	Habro	NonCanon	 5'-AMP-activated protein kinase subunit beta-2 	1	1
LOC409667	-1189.917321	-1189.917321	0	Habro	Canon	 BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 	1	1
LOC409670	-8493.928857	-8493.928857	0	Habro	NonCanon	 protein tyrosine phosphatase type IVA 1 	1	1
LOC409673	-31239.997655	-31222.465809	35.0637	Habro	NonCanon	 DNA polymerase epsilon catalytic subunit A 	3.19094045341423e-09	3.3409146547247e-06
LOC409689	-6428.941903	-6428.941903	0	Habro	NonCanon	 U4/U6 small nuclear ribonucleoprotein Prp4 	1	1
LOC409704	-6899.062178	-6897.979141	2.16607	Habro	NonCanon	 poly(A) polymerase type 3 	0.14108638682291	1
LOC409724	-7589.166782	-7584.438512	9.45654	Habro	Canon	 ADP-ribosylation factor-binding protein GGA1 	0.00210397572044812	1
LOC409726	-7545.692177	-7545.692177	0	Habro	NonCanon	 adenosine monophosphate-protein transferase Fic 	1	1
LOC409736	-5979.046341	-5977.261156	3.57037	Habro	NonCanon	 methylmalonate-semialdehyde dehydrogenase [acylating]-like protein 	0.0588192040249424	1
LOC409740	-3626.298516	-3626.298516	0	Habro	NonCanon	 alpha-tocopherol transfer protein-like 	1	1
LOC409749	-1615.647564	-1615.647564	0	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 31 	1	1
LOC409762	-2220.776308	-2220.776308	0	Habro	NonCanon	 sarcoplasmic calcium-binding protein 1 	1	1
LOC409769	-5938.610038	-5938.610038	0	Habro	NonCanon	 uncharacterized LOC409769 	1	1
LOC409791	-3372.010854	-3371.21529	1.59113	Habro	Canon	 cAMP-dependent protein kinase catalytic subunit 	0.207164762623518	1
LOC409795	-13934.654639	-13931.610596	6.08809	Habro	NonCanon	 telomerase-binding protein EST1A 	0.0136096131563104	1
LOC409814	-9405.656771	-9405.656771	0	Habro	Canon	 beta-glucuronidase 	1	1
LOC409833	-5599.749326	-5599.300231	0.89819	Habro	NonCanon	 hemK methyltransferase family member 1 	0.343267502694936	1
LOC409838	-8521.373361	-8520.537079	1.67256	Habro	NonCanon	 poly(A) RNA polymerase gld-2 homolog A 	0.195915994158077	1
LOC409852	-6702.839819	-6701.52541	2.62882	Habro	NonCanon	 transcription factor SPT20 homolog 	0.104939677382648	1
LOC409857	-1348.936328	-1348.936328	0	Habro	NonCanon	 ribosomal RNA small subunit methyltransferase NEP1 	1	1
LOC409860	-7696.769865	-7696.355231	0.829268	Habro	NonCanon	 GPI ethanolamine phosphate transferase 3 	0.362484279853722	1
LOC409863	-2785.247008	-2784.448335	1.59735	Habro	NonCanon	 ras-related protein Rab-21 	0.206279159002666	1
LOC409900	-2511.296806	-2511.296806	0	Habro	NonCanon	 N6-adenosine-methyltransferase non-catalytic subunit 	1	1
LOC409905	-7200.410811	-7196.054741	8.71214	Habro	NonCanon	 2-acylglycerol O-acyltransferase 1 	0.00316097926183977	1
LOC409909	-4059.925721	-4056.524515	6.80241	Habro	NonCanon	 small glutamine-rich tetratricopeptide repeat-containing protein alpha 	0.00910349104140782	1
LOC409910	-1745.579825	-1745.579825	0	Habro	NonCanon	 ras-like GTP-binding protein Rho1 	1	1
LOC409911	-6221.464607	-6221.460226	0.008762	Habro	NonCanon	 protein disulfide-isomerase A3 	0.925422496430479	1
LOC409920	-1197.777356	-1197.777356	0	Habro	Canon	 ubiquitin-conjugating enzyme E2 variant 2 	1	1
LOC409924	-5834.668173	-5834.668173	0	Habro	NonCanon	 synaptic vesicle glycoprotein 2B 	1	1
LOC409925	-1961.403495	-1961.403495	0	Habro	Canon	 dual specificity mitogen-activated protein kinase kinase dSOR1 	1	1
LOC409928	-9812.572728	-9812.572728	0	Habro	NonCanon	 RNA polymerase II elongation factor Ell 	1	1
LOC409930	-2418.171523	-2417.631266	1.08051	Habro	NonCanon	 putative ATP synthase subunit f, mitochondrial 	0.298583493540454	1
LOC409941	-10077.463323	-10077.463323	0	Habro	Canon	 zinc finger FYVE domain-containing protein 1 	1	1
LOC409945	-6608.565194	-6608.565194	0	Habro	NonCanon	 aspartate--tRNA ligase, cytoplasmic 	1	1
LOC409976	-3430.023629	-3429.529705	0.987848	Habro	NonCanon	 transmembrane emp24 domain-containing protein 5 	0.320268911479193	1
LOC410039	-5382.70485	-5382.70485	0	Habro	NonCanon	 cysteine desulfurase, mitochondrial 	1	1
LOC410055	-3524.432082	-3524.422593	0.018978	Habro	NonCanon	 probable tRNA(His) guanylyltransferase 	0.890429575018877	1
LOC410059	-5603.891719	-5602.014405	3.75463	Habro	NonCanon	 probable citrate synthase 2, mitochondrial 	0.0526614495879917	1
LOC410087	-3981.462841	-3981.462841	0	Habro	NonCanon	 uncharacterized LOC410087 	1	1
LOC410091	-4573.569455	-4573.569455	0	Habro	NonCanon	 ras guanine nucleotide exchange factor P 	1	1
LOC410097	-17931.702687	-17930.642259	2.12086	Habro	NonCanon	 DNA repair protein complementing XP-G cells 	0.145304932697496	1
LOC410105	-6457.878339	-6457.878339	0	Habro	NonCanon	 alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase 	1	1
LOC410107	-8859.362508	-8858.051859	2.6213	Habro	NonCanon	 broad-complex core protein isoforms 1/2/3/4/5 	0.105438027213301	1
LOC410118	-6282.219148	-6282.219148	0	Habro	NonCanon	 D-glucuronyl C5-epimerase B 	1	1
LOC410155	-4.813935	-4.813935	0	Habro	NonCanon	 histone-lysine N-methyltransferase setd3 	1	1
LOC410157	-1649.285728	-1649.285728	0	Habro	NonCanon	 ras-related protein Rab-23 	1	1
LOC410159	-16592.287177	-16580.351762	23.8708	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 13 	1.03022655574488e-06	0.00106010312586148
LOC410172	-5755.305855	-5755.261304	0.089102	Habro	NonCanon	 translocating chain-associated membrane protein 1-like 1 	0.765321895678603	1
LOC410183	-19176.407612	-19176.407612	0	Habro	Canon	 1-phosphatidylinositol 3-phosphate 5-kinase 	1	1
LOC410241	-1791.668266	-1791.668266	0	Habro	NonCanon	 ras-related protein Rab-10 	1	1
LOC410257	-4612.854769	-4612.854769	0	Habro	Canon	 cysteine protease ATG4D 	1	1
LOC410270	-7515.480085	-7515.480085	0	Habro	NonCanon	 acetylcholinesterase 	1	1
LOC410283	-3340.13751	-3340.13751	0	Habro	NonCanon	 transmembrane protein 222 	1	1
LOC410286	-10662.274019	-10662.274019	0	Habro	NonCanon	 probable tRNA (uracil-O(2)-)-methyltransferase 	1	1
LOC410289	-10179.38234	-10176.117888	6.5289	Habro	NonCanon	 paraplegin 	0.0106135573386698	1
LOC410337	-11376.353389	-11375.003162	2.70045	Habro	NonCanon	 venom dipeptidylpeptidase IV 	0.100319927574287	1
LOC410338	-4590.845374	-4589.785709	2.11933	Habro	NonCanon	 endoplasmic reticulum-Golgi intermediate compartment protein 3 	0.145450160940619	1
LOC410371	-12234.731884	-12234.731884	0	Habro	NonCanon	 calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type 	1	1
LOC410376	-3836.988904	-3836.988904	0	Habro	NonCanon	 peptidyl-tRNA hydrolase ICT1, mitochondrial 	1	1
LOC410379	-11930.948186	-11930.063977	1.76842	Habro	NonCanon	 uncharacterized LOC410379 	0.183577737405139	1
LOC410383	-7112.772343	-7112.772343	0	Habro	NonCanon	 calcium homeostasis endoplasmic reticulum protein 	1	1
LOC410395	-1749.350168	-1741.448554	15.8032	Habro	NonCanon	 chromobox protein homolog 1 	7.02835387511904e-05	0.0713377918324583
LOC410414	-11960.418312	-11960.335508	0.165608	Habro	NonCanon	 116 kDa U5 small nuclear ribonucleoprotein component 	0.68404498469265	1
LOC410420	-3315.362311	-3315.362311	0	Habro	NonCanon	 isochorismatase domain-containing protein 2 	1	1
LOC410451	-8132.255882	-8131.63869	1.23438	Habro	NonCanon	 venom serine carboxypeptidase 	0.266556920335633	1
LOC410456	-4975.804725	-4974.708666	2.19212	Habro	NonCanon	 uncharacterized LOC410456 	0.138718270281059	1
LOC410470	-5490.078232	-5486.867898	6.42067	Habro	NonCanon	 putative polypeptide N-acetylgalactosaminyltransferase 9 	0.0112799596591688	1
LOC410484	-10047.517188	-10047.129189	0.775998	Habro	NonCanon	 trehalase 	0.378367895000273	1
LOC410485	-11483.921293	-11483.921292	2e-06	Habro	NonCanon	 transmembrane and TPR repeat-containing protein CG4050 	0.998871621209031	1
LOC410510	-11037.44876	-11032.128499	10.6405	Habro	Canon	 hepatocyte growth factor-regulated tyrosine kinase substrate 	0.00110637757849308	1
LOC410512	-4896.590081	-4895.927465	1.32523	Habro	NonCanon	 DNA methyltransferase 2 	0.249655581788542	1
LOC410525	-1721.422907	-1721.422907	0	Habro	NonCanon	 retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta 	1	1
LOC410538	-10302.30234	-10302.30234	0	Habro	NonCanon	 probable C-mannosyltransferase DPY19L1 	1	1
LOC410542	-6071.164284	-6071.164284	0	Habro	NonCanon	 ras association domain-containing protein 8 	1	1
LOC410550	-8435.558074	-8434.568237	1.97967	Habro	NonCanon	 aminomethyltransferase, mitochondrial 	0.159425175902167	1
LOC410561	-2759.569098	-2759.569098	0	Habro	NonCanon	 ciliogenesis and planar polarity effector 2 	1	1
LOC410571	-16256.097757	-16254.246076	3.70336	Habro	NonCanon	 DNA topoisomerase 3-alpha 	0.0543030117837123	1
LOC410575	-3907.717005	-3907.717005	0	Habro	Canon	 dual specificity mitogen-activated protein kinase kinase 4 	1	1
LOC410577	-2902.328931	-2900.668627	3.32061	Habro	NonCanon	 acid sphingomyelinase-like phosphodiesterase 3a 	0.0684164394441267	1
LOC410583	-6367.782996	-6367.681699	0.202594	Habro	NonCanon	 ornithine aminotransferase, mitochondrial 	0.652635141006382	1
LOC410585	-21865.501017	-21859.639642	11.7228	Habro	NonCanon	 DE-cadherin 	0.000617389919070679	0.616155139232537
LOC410618	-5971.228857	-5971.228857	0	Habro	NonCanon	 transmembrane protein 161B 	1	1
LOC410630	-14541.607919	-14539.236692	4.74245	Habro	NonCanon	 cGMP-specific 3',5'-cyclic phosphodiesterase 	0.029427135258121	1
LOC410636	-1938.819407	-1938.819407	0	Habro	NonCanon	 CDGSH iron-sulfur domain-containing protein 2 homolog 	1	1
LOC410663	-1727.270623	-1727.270623	0	Habro	NonCanon	 selenoprotein F 	1	1
LOC410664	-9272.205282	-9270.040125	4.33031	Habro	NonCanon	 protein arginine N-methyltransferase 5 	0.037439426525314	1
LOC410719	-5099.1304	-5099.127731	0.005338	Habro	Canon	 syntaxin-17 	0.941757084529805	1
LOC410732	-5475.191644	-5475.191644	0	Habro	Canon	 3-phosphoinositide-dependent protein kinase 1 	1	1
LOC410811	-9057.470425	-9057.470425	0	Habro	NonCanon	 ras GTPase-activating protein 1 	1	1
LOC410812	-2066.347227	-2066.347227	0	Habro	Canon	 ras-like protein 1 	1	1
LOC410821	-3497.569438	-3497.304548	0.52978	Habro	NonCanon	 tetraspanin-9 	0.466699366726373	1
LOC410837	-2913.305806	-2913.305806	0	Habro	NonCanon	 microsomal glutathione S-transferase 1 	1	1
LOC410860	-3839.074204	-3839.074204	0	Habro	Canon	 battenin 	1	1
LOC410879	-6009.031854	-6008.585535	0.892638	Habro	NonCanon	 U3 small nucleolar RNA-interacting protein 2 	0.344763434776708	1
LOC410907	-5259.883943	-5256.473472	6.82094	Habro	NonCanon	 U4/U6 small nuclear ribonucleoprotein Prp31 	0.00900951347314458	1
LOC410911	-5908.533552	-5905.118371	6.83036	Habro	NonCanon	 glycosaminoglycan xylosylkinase 	0.00896212001043121	1
LOC410940	-19509.924016	-19509.924016	0	Habro	NonCanon	 DNA topoisomerase 2-binding protein 1 	1	1
LOC410943	-3822.70499	-3822.70499	0	Habro	NonCanon	 ras-related protein Rap-2a 	1	1
LOC410952	-4535.154628	-4535.154628	0	Habro	NonCanon	 dehydrogenase/reductase SDR family protein 7-like 	1	1
LOC410969	-2270.081643	-2270.081643	0	Habro	NonCanon	 ras-related protein Rab-9A 	1	1
LOC410973	-1734.051655	-1734.051655	0	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 22 	1	1
LOC410985	-3802.88488	-3802.884876	8e-06	Habro	NonCanon	 palmitoyltransferase ZDHHC23 	0.997743244674816	1
LOC411043	-7237.731494	-7237.731493	2e-06	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 17 	0.998871621209031	1
LOC411048	-2873.923174	-2873.923174	0	Habro	NonCanon	 sestrin homolog 	1	1
LOC411054	-6097.485791	-6097.485791	0	Habro	NonCanon	 polypeptide N-acetylgalactosaminyltransferase 2 	1	1
LOC411070	-14449.118736	-14449.118736	0	Habro	NonCanon	 histone-lysine N-methyltransferase, H3 lysine-79 specific 	1	1
LOC411083	-11678.617064	-11676.709322	3.81548	Habro	NonCanon	 sodium/potassium-transporting ATPase subunit alpha 	0.0507810531910945	1
LOC411088	-2053.155399	-2031.570623	43.1696	Habro	NonCanon	 probable maleylacetoacetate isomerase 2 	5.01945413184804e-11	5.26540738430859e-08
LOC411100	-4160.171807	-4159.039978	2.26366	Habro	NonCanon	 FGGY carbohydrate kinase domain-containing protein 	0.13244072437654	1
LOC411115	-41789.428809	-41788.724835	1.40795	Habro	Canon	 baculoviral IAP repeat-containing protein 6 	0.235397003184298	1
LOC411148	-6802.316765	-6802.316765	0	Habro	NonCanon	 palmitoyltransferase Hip14 	1	1
LOC411163	-6435.269083	-6433.150904	4.23636	Habro	NonCanon	 N-alpha-acetyltransferase 15, NatA auxiliary subunit 	0.0395669117670279	1
LOC411164	-5705.477151	-5705.477151	0	Habro	NonCanon	 DNA-directed RNA polymerase III subunit RPC3 	1	1
LOC411167	-7821.631349	-7818.838312	5.58607	Habro	NonCanon	 cysteine--tRNA ligase, cytoplasmic 	0.0181038700704077	1
LOC411188	-5923.599664	-5918.212183	10.775	Habro	NonCanon	 L-lactate dehydrogenase 	0.0010288021592969	1
LOC411191	-2118.989134	-2118.989134	0	Habro	NonCanon	 DNA-directed RNA polymerase III subunit RPC8 	1	1
LOC411214	-4469.487254	-4469.487254	0	Habro	NonCanon	 BTB/POZ domain-containing protein kctd15-like 	1	1
LOC411233	-10184.195917	-10184.090811	0.210212	Habro	NonCanon	 U3 small nucleolar ribonucleoprotein protein MPP10 	0.646601291328491	1
LOC411249	-13779.644596	-13779.644596	0	Habro	NonCanon	 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 	1	1
LOC411260	-1234.38368	-1234.38368	0	Habro	NonCanon	 ras-related protein Rab-27A 	1	1
LOC411261	-10247.616887	-10247.616887	0	Habro	NonCanon	 molybdenum cofactor sulfurase 1 	1	1
LOC411270	-9294.906541	-9294.906541	0	Habro	Canon	 serine/threonine-protein kinase STE20 	1	1
LOC411270	-9294.906541	-9294.906541	0	Habro	Canon	 serine/threonine-protein kinase STE20 	1	1
LOC411288	-4610.468515	-4610.468515	0	Habro	NonCanon	 cAMP-specific 3',5'-cyclic phosphodiesterase 	1	1
LOC411295	-2903.181237	-2901.872536	2.6174	Habro	Canon	 V-type proton ATPase subunit D 1 	0.105697500965503	1
LOC411306	-4867.416797	-4860.684629	13.4643	Habro	NonCanon	 inositol hexakisphosphate kinase 2 	0.000243145861940126	0.245091028835647
LOC411335	-2947.273243	-2947.273243	0	Habro	NonCanon	 transmembrane protein 199 	1	1
LOC411347	-2004.509337	-2004.509332	1e-05	Habro	NonCanon	 peripheral plasma membrane protein CASK 	0.997476871683194	1
LOC411365	-3110.910253	-3110.843657	0.133192	Habro	NonCanon	 beta-1,4-N-acetylgalactosaminyltransferase bre-4 	0.715145153013557	1
LOC411391	-3575.872703	-3575.872703	0	Habro	NonCanon	 thioredoxin-related transmembrane protein 2 homolog 	1	1
LOC411404	-5962.635078	-5962.635078	0	Habro	NonCanon	 nucleolar complex protein 4 homolog B 	1	1
LOC411408	-2551.145037	-2551.145037	0	Habro	NonCanon	 CDP-diacylglycerol--inositol 3-phosphatidyltransferase 	1	1
LOC411447	-7534.111319	-7534.111319	0	Habro	NonCanon	 serine palmitoyltransferase 2 	1	1
LOC411457	-5559.204455	-5556.362528	5.68385	Habro	NonCanon	 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P 	0.0171217573121178	1
LOC411458	-6777.767782	-6777.767781	2e-06	Habro	NonCanon	 histone-arginine methyltransferase CARMER 	0.998871621209031	1
LOC411473	-8589.616359	-8589.611397	0.009924	Habro	NonCanon	 carnitine O-palmitoyltransferase 2, mitochondrial 	0.920646590516714	1
LOC411474	-21686.934397	-21686.934397	0	Habro	NonCanon	 nucleoporin NUP188 homolog 	1	1
LOC411490	-7372.636666	-7372.636666	0	Habro	NonCanon	 probable beta-hexosaminidase fdl 	1	1
LOC411509	-4232.712437	-4232.343781	0.737312	Habro	NonCanon	 tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A 	0.390523303246461	1
LOC411510	-4661.510078	-4645.245447	32.5293	Habro	NonCanon	 DNA-directed RNA polymerases I and III subunit RPAC1 	1.17409019799771e-08	1.22457607651162e-05
LOC411519	-5562.814219	-5562.814219	0	Habro	Canon	 tubulin alpha-1C chain 	1	1
LOC411524	-2755.895042	-2755.405277	0.97953	Habro	NonCanon	 transmembrane protein 179 	0.322314869138737	1
LOC411540	-8585.049057	-8585.049057	0	Habro	NonCanon	 small G protein signaling modulator 3 homolog 	1	1
LOC411545	-11281.854758	-11281.854758	0	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 25 	1	1
LOC411552	-4241.659962	-4241.012921	1.29408	Habro	NonCanon	 ceramide glucosyltransferase 	0.255297417894818	1
LOC411564	-14040.883428	-14038.409474	4.94791	Habro	NonCanon	 nose resistant to fluoxetine protein 6 	0.0261222292595197	1
LOC411566	-14218.741286	-14218.741286	0	Habro	Canon	 mitogen-activated protein kinase kinase kinase 11 	1	1
LOC411633	-4614.55113	-4614.541797	0.018666	Habro	NonCanon	 UDP-glucose 4-epimerase 	0.891328344685138	1
LOC411639	-48662.006246	-48660.920445	2.1716	Habro	Canon	 cytoplasmic dynein 2 heavy chain 1 	0.140579902790286	1
LOC411654	-4241.94123	-4241.847807	0.186846	Habro	NonCanon	 probable tRNA N6-adenosine threonylcarbamoyltransferase 	0.665554731698082	1
LOC411665	-3358.369086	-3358.369086	0	Habro	NonCanon	 heparan sulfate 2-O-sulfotransferase pipe 	1	1
LOC411698	-4874.764042	-4874.764042	0	Habro	NonCanon	 ethanolaminephosphotransferase 1 	1	1
LOC411699	-12847.503088	-12847.30248	0.401216	Habro	NonCanon	 SID1 transmembrane family member 1 	0.526461931172438	1
LOC411719	-5305.969256	-5305.969256	0	Habro	NonCanon	 queuine tRNA-ribosyltransferase catalytic subunit 	1	1
LOC411722	-4601.655138	-4601.655138	0	Habro	NonCanon	 endoplasmic reticulum-Golgi intermediate compartment protein 2 	1	1
LOC411724	-14208.615357	-14200.369947	16.4908	Habro	NonCanon	 glycerol-3-phosphate acyltransferase 1, mitochondrial 	4.88867131749034e-05	0.0497177872988767
LOC411730	-11609.863061	-11601.613234	16.4997	Habro	NonCanon	 mannosyl-oligosaccharide glucosidase GCS1 	4.86577724777999e-05	0.0495336123824003
LOC411731	-10040.108015	-10038.273232	3.66957	Habro	NonCanon	 endoplasmic reticulum metallopeptidase 1 	0.0554144788640643	1
LOC411732	-2912.627611	-2912.627611	0	Habro	NonCanon	 trimeric intracellular cation channel type 1B.1 	1	1
LOC411789	-2784.89904	-2784.047504	1.70307	Habro	NonCanon	 protein krasavietz 	0.191886976990035	1
LOC411794	-6350.083327	-6350.083314	2.6e-05	Habro	NonCanon	 CCR4-NOT transcription complex subunit 3 	0.995931588684662	1
LOC411796	-5312.257649	-5312.257649	0	Habro	NonCanon	 serine hydroxymethyltransferase 	1	1
LOC411799	-7236.813389	-7236.810498	0.005782	Habro	NonCanon	 N-acetylgalactosaminyltransferase 7 	0.939387701782407	1
LOC411839	-6514.267618	-6513.706947	1.12134	Habro	NonCanon	 telomerase Cajal body protein 1 	0.289630100172059	1
LOC411856	-3805.702229	-3805.421171	0.562116	Habro	NonCanon	 U3 small nucleolar ribonucleoprotein protein IMP4 	0.4534089282476	1
LOC411875	-6715.118331	-6715.09024	0.056182	Habro	NonCanon	 transmembrane protein 62 	0.81263551466866	1
LOC411892	-4072.462466	-4067.620624	9.68368	Habro	Canon	 V-type proton ATPase subunit C 	0.00185911899955186	1
LOC411904	-10910.637192	-10910.637192	0	Habro	NonCanon	 protein smoothened 	1	1
LOC411906	-13909.923835	-13909.923835	0	Habro	NonCanon	 histone-lysine N-methyltransferase KMT5B-B-like 	1	1
LOC411915	-4458.09411	-4454.893931	6.40036	Habro	Canon	 mitogen-activated protein kinase p38b 	0.0114097225368375	1
LOC411923	-13343.784682	-13342.121561	3.32624	Habro	NonCanon	 alanine--tRNA ligase, cytoplasmic 	0.0681825809123108	1
LOC411972	-5823.174311	-5823.174311	0	Habro	NonCanon	 CTD small phosphatase-like protein 2 	1	1
LOC411980	-7730.177994	-7728.453009	3.44997	Habro	Canon	 death-associated protein kinase 1 	0.0632529178617243	1
LOC411982	-3174.159331	-3174.15933	2e-06	Habro	NonCanon	 E3 ubiquitin-protein ligase CBL 	0.998871621209031	1
LOC411985	-16603.5766	-16580.58408	45.985	Habro	NonCanon	 histone-lysine N-methyltransferase SETD1 	1.19161884893245e-11	1.25119979137908e-08
LOC412003	-9399.065017	-9399.065013	8e-06	Habro	NonCanon	 GTPase-activating protein 	0.997743244674816	1
LOC412005	-4702.879152	-4702.879152	0	Habro	NonCanon	 transmembrane channel-like protein 7 	1	1
LOC412018	-8719.199536	-8710.894066	16.6109	Habro	NonCanon	 arginyl-tRNA--protein transferase 1 	4.5886546662919e-05	0.0467583910495144
LOC412024	-3837.628991	-3837.628991	0	Habro	NonCanon	 palmitoyltransferase ZDHHC16B 	1	1
LOC412025	-9400.989628	-9400.989628	0	Habro	NonCanon	 very long-chain specific acyl-CoA dehydrogenase, mitochondrial 	1	1
LOC412027	-5538.248126	-5538.176244	0.143764	Habro	NonCanon	 histone-lysine N-methyltransferase PR-Set7 	0.704567393977608	1
LOC412030	-1638.084562	-1638.084562	0	Habro	NonCanon	 ras-related protein Rab-30 	1	1
LOC412046	-22704.656567	-22703.837292	1.63855	Habro	NonCanon	 trithorax group protein osa 	0.200524530032508	1
LOC412064	-2906.546082	-2906.546082	0	Habro	NonCanon	 probable U2 small nuclear ribonucleoprotein A' 	1	1
LOC412069	-6736.264794	-6736.264794	0	Habro	NonCanon	 UTP--glucose-1-phosphate uridylyltransferase 	1	1
LOC412082	-3647.382899	-3647.382899	0	Habro	NonCanon	 ubiquinone biosynthesis O-methyltransferase, mitochondrial 	1	1
LOC412097	-12656.975814	-12656.750757	0.450114	Habro	Canon	 AP-3 complex subunit delta-1 	0.502280822553834	1
LOC412115	-11941.13658	-11940.461794	1.34957	Habro	Canon	 autophagy-related protein 9A 	0.245353304045831	1
LOC412148	-2784.19785	-2783.093168	2.20936	Habro	NonCanon	 ras suppressor protein 1 	0.137175569359063	1
LOC412150	-11136.744213	-11136.744213	0	Habro	NonCanon	 endoplasmin 	1	1
LOC412167	-11469.441161	-11469.441161	0	Habro	NonCanon	 X-linked retinitis pigmentosa GTPase regulator 	1	1
LOC412177	-7315.845672	-7315.845672	0	Habro	NonCanon	 4-aminobutyrate aminotransferase, mitochondrial 	1	1
LOC412195	-6471.154984	-6467.352322	7.60532	Habro	NonCanon	 histone-lysine N-methyltransferase SMYD3 	0.00581963348859688	1
LOC412198	-22086.657368	-22086.657368	0	Habro	NonCanon	 UDP-glucose:glycoprotein glucosyltransferase 	1	1
