Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC551042	-2706.390269	-2685.663261	41.454	Meli	NonCanon	 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 	1.20677383305965e-10	1.19711964239517e-07
LOC551231	-4940.264116	-4924.887551	30.7531	Meli	NonCanon	 phosphatidate cytidylyltransferase, photoreceptor-specific 	2.93035325718127e-08	2.82486053992274e-05
LOC551414	-4276.330999	-4253.08655	46.4889	Meli	NonCanon	 probable 18S rRNA (guanine-N(7))-methyltransferase 	9.21389173210225e-12	9.24153340729856e-09
LOC551500	-12744.637874	-12712.415368	64.445	Meli	Canon	 phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform 	9.9264937078526e-16	1.01945090379646e-12
LOC551517	-5396.019865	-5370.866999	50.3057	Meli	Canon	 beta-TrCP 	1.31566837668371e-12	1.32882506045055e-09
LOC551554	-1698.356432	-1675.772845	45.1672	Meli	Canon	 ras-related protein Rac1 	1.8090980993822e-11	1.8090980993822e-08
LOC551603	-2221.776086	-2206.268084	31.016	Meli	NonCanon	 ras-related protein Rab-11A 	2.55910104596107e-08	2.47209161039839e-05
LOC551608	-5526.663859	-5509.403801	34.5201	Meli	Canon	 serine/threonine-protein kinase pelle 	4.21872340843902e-09	4.11325532322804e-06
LOC551683	-4674.557763	-4664.208992	20.6975	Meli	NonCanon	 palmitoyltransferase ZDHHC5 	5.37861798882133e-06	0.00505052229150323
LOC551892	-3560.766641	-3551.751081	18.0311	Meli	NonCanon	 cytoplasmic protein NCK1 	2.17325451437284e-05	0.0202329995288112
LOC551898	-1315.557496	-1278.741865	73.6313	Meli	NonCanon	 tetraspanin-5 	9.41596767586408e-18	9.70786267381587e-15
LOC552009	-3756.989806	-3741.409252	31.1611	Meli	NonCanon	 MICOS complex subunit MIC27 	2.37477527804358e-08	2.29640769386815e-05
LOC552138	-1782.696062	-1761.787579	41.817	Meli	Canon	 Mig-2-like GTPase Mtl 	1.00228177525664e-10	9.95265802829846e-08
LOC552139	-3880.687086	-3868.936547	23.5011	Meli	NonCanon	 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha 	1.24842369408487e-06	0.00117851196721611
LOC552180	-1762.444624	-1753.113531	18.6622	Meli	NonCanon	 cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial 	1.56045568570089e-05	0.0145434469907323
LOC552194	-6140.025092	-6108.779395	62.4914	Meli	NonCanon	 transmembrane protein 181 	2.67610683002163e-15	2.73498118028211e-12
LOC552278	-4440.552075	-4378.775677	123.553	Meli	NonCanon	 protein-tyrosine sulfotransferase 	1.05529466886e-28	1.10700410763415e-25
LOC552315	-3577.318053	-3545.33146	63.9732	Meli	Canon	 ubiquitin-like-conjugating enzyme ATG3 	1.26123291755253e-15	1.2940249734089e-12
LOC552377	-4677.537541	-4622.393865	110.287	Meli	NonCanon	 diacylglycerol O-acyltransferase 1 	8.47828067417423e-26	8.86828158518624e-23
LOC552455	-7498.798651	-7479.890475	37.8164	Meli	NonCanon	 transmembrane 9 superfamily member 2 	7.77256041727677e-10	7.64819945060035e-07
LOC552479	-9759.488353	-9670.704171	177.568	Meli	NonCanon	 protein draper 	1.64605427376558e-40	1.73494120454892e-37
LOC552566	-6557.073078	-6503.172983	107.8	Meli	NonCanon	 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma 	2.97316366611972e-25	3.1069560310951e-22
LOC552641	-5447.83081	-5419.819677	56.0223	Meli	NonCanon	 39S ribosomal protein L2, mitochondrial 	7.16536597360901e-14	7.28717719516037e-11
LOC552715	-3676.537209	-3663.79817	25.4781	Meli	NonCanon	 U5 small nuclear ribonucleoprotein 40 kDa protein 	4.47433050767311e-07	0.000425508831279713
LOC552721	-2707.723525	-2680.381755	54.6835	Meli	Canon	 CD63 antigen 	1.41590073447522e-13	1.43572334475787e-10
LOC724292	-5251.764419	-5208.805141	85.9186	Meli	NonCanon	 disks large 1 tumor suppressor protein 	1.87496894481171e-20	1.9368429199905e-17
LOC724423	-25708.540044	-25685.387247	46.3056	Meli	NonCanon	 DNA polymerase theta 	1.01174378737913e-11	1.01376727495389e-08
LOC724704	-5325.390078	-5276.567441	97.6453	Meli	NonCanon	 cytoplasmic polyadenylation element-binding protein 2 	5.00458113049622e-23	5.19475521345508e-20
LOC724769	-1432.54654	-1413.469425	38.1542	Meli	NonCanon	 protein C10 	6.53688850793352e-10	6.45190895733038e-07
LOC724885	-2995.896785	-2976.955418	37.8827	Meli	NonCanon	 zinc finger protein 395 	7.51285030612052e-10	7.40015755152871e-07
LOC725044	-5831.173714	-5822.166763	18.0139	Meli	NonCanon	 TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L 	2.19297857572803e-05	0.0203947007542706
LOC725204	-4026.553641	-4003.930219	45.2468	Meli	NonCanon	 tyrosine aminotransferase 	1.7370413042666e-11	1.73877834557086e-08
LOC725325	-6908.242396	-6878.042705	60.3994	Meli	NonCanon	 glucose-6-phosphate 1-dehydrogenase 	7.74365725608112e-15	7.89078674394666e-12
LOC725505	-2965.827685	-2918.695757	94.2639	Meli	NonCanon	 tetraspanin-33 	2.76140795102963e-22	2.8608186372667e-19
LOC725566	-1878.725138	-1866.696131	24.058	Meli	NonCanon	 succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial 	9.34770855113928e-07	0.000887097541503118
LOC725571	-5614.048028	-5596.748775	34.5985	Meli	Canon	 protein transport protein Sec61 subunit alpha 	4.05218419822962e-09	3.95493177747211e-06
LOC725641	-1054.984305	-1043.838123	22.2924	Meli	NonCanon	 U6 snRNA-associated Sm-like protein LSm5 	2.34131413058035e-06	0.00220083528274553
LOC725701	-7063.582575	-7047.604168	31.9568	Meli	NonCanon	 sialin-like 	1.57639573183877e-08	1.52910385988361e-05
LOC725756	-6696.554553	-6668.659068	55.791	Meli	Canon	 beta-galactosidase 	8.05996836437803e-14	8.18892785820808e-11
LOC726167	-3200.006936	-3178.562793	42.8883	Meli	Canon	 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 	5.79562400112885e-11	5.77823712912546e-08
LOC726187	-9016.67445	-9004.750833	23.8472	Meli	Canon	 AP-1 complex subunit beta-1 	1.04293471569673e-06	0.000986616241049106
LOC726237	-3787.879433	-3756.263978	63.2309	Meli	NonCanon	 protein disulfide-isomerase TMX3 	1.83841681337321e-15	1.88253881689416e-12
LOC726476	-4793.026849	-4779.726908	26.5999	Meli	NonCanon	 alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase 	2.50256706216931e-07	0.000238744897730952
LOC726579	-8539.46091	-8529.157649	20.6065	Meli	NonCanon	 cleft lip and palate transmembrane protein 1-like protein 	5.64042841217943e-06	0.00528508142221213
LOC726583	-10065.443465	-10049.362554	32.1618	Meli	NonCanon	 DNA polymerase eta 	1.4185252695086e-08	1.37738803669285e-05
LOC726826	-5654.770704	-5632.367252	44.8069	Meli	NonCanon	 peptidyl-prolyl cis-trans isomerase cyp11 	2.17455053936516e-11	2.1723759888258e-08
LOC726947	-7396.64742	-7315.096805	163.101	Meli	Canon	 TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 	2.37769694997606e-37	2.50371488832479e-34
LOC727652	-17793.495801	-17777.890643	31.2103	Meli	NonCanon	 cilia- and flagella-associated protein 65 	2.31534327127348e-08	2.24125228659273e-05
Usp	-4480.248099	-4428.073931	104.348	Meli	NonCanon	 ultraspiracle 	1.69727030568227e-24	1.77025292882661e-21
LOC100577972	-67281.919786	-67266.332469	31.1746	Xylo	NonCanon	 uncharacterized LOC100577972 	2.35831721741684e-08	2.48094971272252e-05
LOC409749	-1573.456908	-1557.082745	32.7483	Xylo	NonCanon	 mediator of RNA polymerase II transcription subunit 31 	1.04898003958364e-08	1.10562496172116e-05
LOC409928	-9804.072634	-9794.288446	19.5684	Xylo	NonCanon	 RNA polymerase II elongation factor Ell 	9.706138609313e-06	0.0101623271239507
LOC410289	-10181.138105	-10172.834389	16.6074	Xylo	NonCanon	 paraplegin 	4.59713032327554e-05	0.0479940405749967
LOC410485	-11479.689006	-11471.057372	17.2633	Xylo	NonCanon	 transmembrane and TPR repeat-containing protein CG4050 	3.25411686053686e-05	0.0340380623612155
LOC410571	-16245.33413	-16233.635848	23.3966	Xylo	NonCanon	 DNA topoisomerase 3-alpha 	1.31811303945859e-06	0.00138401869143152
LOC412018	-8720.385233	-8705.16462	30.4412	Xylo	NonCanon	 arginyl-tRNA--protein transferase 1 	3.44140917121573e-08	3.61692103894773e-05
LOC413782	-10204.44932	-10194.629744	19.6392	Xylo	Canon	 cartilage oligomeric matrix protein 	9.3530470980851e-06	0.00980199335879318
LOC551012	-7929.924066	-7920.020423	19.8073	Xylo	Canon	 cation-independent mannose-6-phosphate receptor 	8.56549191557315e-06	0.00898520101943623
LOC552245	-8764.883348	-8730.330975	69.1047	Xylo	NonCanon	 N-acetyltransferase ESCO1 	9.33725787204025e-17	9.85080705500246e-14
LOC727634	-5950.586389	-5942.217485	16.7378	Xylo	Canon	 activating molecule in BECN1-regulated autophagy protein 1 	4.29173394528677e-05	0.0448486197282468
Vg	-42686.615859	-42670.324158	32.5834	Xylo	NonCanon	 vitellogenin 	1.1418585887034e-08	1.20237709390468e-05
